class,lm_0_x,lm_0_y,lm_0_z,lm_0_x,lm_0_y,lm_0_z,lm_0_x,lm_0_y,lm_0_z,lm_1_x,lm_1_y,lm_1_z,lm_1_x,lm_1_y,lm_1_z,lm_1_x,lm_1_y,lm_1_z,lm_2_x,lm_2_y,lm_2_z,lm_2_x,lm_2_y,lm_2_z,lm_2_x,lm_2_y,lm_2_z,lm_3_x,lm_3_y,lm_3_z,lm_3_x,lm_3_y,lm_3_z,lm_3_x,lm_3_y,lm_3_z,lm_4_x,lm_4_y,lm_4_z,lm_4_x,lm_4_y,lm_4_z,lm_4_x,lm_4_y,lm_4_z,lm_5_x,lm_5_y,lm_5_z,lm_5_x,lm_5_y,lm_5_z,lm_5_x,lm_5_y,lm_5_z,lm_6_x,lm_6_y,lm_6_z,lm_6_x,lm_6_y,lm_6_z,lm_6_x,lm_6_y,lm_6_z
0,0.4574280381202698,0.5833209753036499,-6.474006681855826e-07,0.5707863569259644,0.5034284591674805,-0.03557979315519333,0.6401311159133911,0.373975932598114,-0.04440654069185257,0.6517338752746582,0.2645748257637024,-0.055068500339984894,0.6344906091690063,0.17989353835582733,-0.05909767374396324,0.5456968545913696,0.27055624127388,-0.004233059473335743,0.586574137210846,0.20966795086860657,-0.07162625342607498,0.5923916697502136,0.3074035048484802,-0.11135876178741455,0.5898946523666382,0.3938177525997162,-0.12208389490842819,0.46729955077171326,0.28237801790237427,-0.004647586029022932,0.5174367427825928,0.2341429442167282,-0.07750627398490906,0.5302050709724426,0.34956052899360657,-0.09620879590511322,0.5349690318107605,0.43843477964401245,-0.0864398255944252,0.3955126404762268,0.30435213446617126,-0.016067322343587875,0.45714274048805237,0.292900413274765,-0.08488883823156357,0.4691798686981201,0.40066850185394287,-0.07494213432073593,0.4686601161956787,0.47212523221969604,-0.04439021274447441,0.32568496465682983,0.3351192772388458,-0.030641641467809677,0.3911856412887573,0.32107242941856384,-0.07015184313058853,0.4049473702907562,0.40426117181777954,-0.05544314906001091,0.4038220942020416,0.4575657844543457,-0.02887873351573944
0,0.4851548671722412,0.61310213804245,-7.789129199409217e-07,0.6027624011039734,0.5436479449272156,-0.027501201257109642,0.6749415397644043,0.40573158860206604,-0.03281956538558006,0.6880059838294983,0.2895335257053375,-0.040273718535900116,0.6764838695526123,0.20436827838420868,-0.04165343940258026,0.5752615928649902,0.29361599683761597,-0.010139781050384045,0.6296183466911316,0.2375013381242752,-0.07029680907726288,0.6356090903282166,0.3366720378398895,-0.10404480993747711,0.6313991546630859,0.4193873405456543,-0.1134057343006134,0.49634626507759094,0.29896730184555054,-0.012391465716063976,0.5647596716880798,0.2741037905216217,-0.07318892329931259,0.5738232135772705,0.3893297016620636,-0.0849878117442131,0.5728235840797424,0.47311633825302124,-0.0757400318980217,0.42505231499671936,0.31911057233810425,-0.023790733888745308,0.5021714568138123,0.3280048370361328,-0.08313073217868805,0.513936460018158,0.4380268454551697,-0.07018174231052399,0.511705219745636,0.5120378136634827,-0.04267384856939316,0.3562989830970764,0.3492577075958252,-0.038081493228673935,0.4325338304042816,0.36222773790359497,-0.07463052123785019,0.445966899394989,0.45118844509124756,-0.06312388926744461,0.4438968598842621,0.5063998103141785,-0.04134390130639076
0,0.4866831302642822,0.6246816515922546,-6.566976367139432e-07,0.6034396290779114,0.5503207445144653,-0.029417414218187332,0.6787451505661011,0.4178718626499176,-0.03564032167196274,0.6943432092666626,0.2998000979423523,-0.0445016473531723,0.6857683062553406,0.20809321105480194,-0.04641937464475632,0.5904351472854614,0.31023848056793213,-0.003882074961438775,0.6333218216896057,0.24124915897846222,-0.06505154073238373,0.6392756700515747,0.3409702479839325,-0.09874805808067322,0.6385493874549866,0.42366504669189453,-0.10719199478626251,0.5111956000328064,0.31361547112464905,-0.005277716089040041,0.5683997869491577,0.2726375460624695,-0.07046321779489517,0.5775408744812012,0.3885159492492676,-0.0853601023554802,0.5782023072242737,0.47279393672943115,-0.07646291702985764,0.43670254945755005,0.329719215631485,-0.01638052426278591,0.5038163661956787,0.3285939395427704,-0.08140402287244797,0.5133076906204224,0.44061464071273804,-0.07044096291065216,0.5119725465774536,0.5138595104217529,-0.04159741476178169,0.3633521795272827,0.3553122580051422,-0.030090853571891785,0.4362192153930664,0.35771018266677856,-0.0695413127541542,0.4468387961387634,0.4470197558403015,-0.05778051167726517,0.4451867341995239,0.5029040575027466,-0.03452868014574051
0,0.4955432116985321,0.6275047063827515,-6.901660185576475e-07,0.6082656979560852,0.55434250831604,-0.029800819233059883,0.6854079961776733,0.4187741279602051,-0.03693130612373352,0.6982333660125732,0.30299776792526245,-0.046185173094272614,0.6862307786941528,0.21507161855697632,-0.04942129924893379,0.5858723521232605,0.30141645669937134,-0.00916370004415512,0.6377787590026855,0.24613407254219055,-0.07054080069065094,0.6459537744522095,0.34879109263420105,-0.10503565520048141,0.6454423069953918,0.43079328536987305,-0.11442025750875473,0.5068214535713196,0.3087277114391327,-0.010880272835493088,0.5748278498649597,0.28021126985549927,-0.07578997313976288,0.5878347158432007,0.3978172242641449,-0.09038046002388,0.590495228767395,0.48266828060150146,-0.08178140968084335,0.4340832233428955,0.3308916687965393,-0.02188093215227127,0.5126998424530029,0.3348487317562103,-0.08801978826522827,0.525944709777832,0.44934383034706116,-0.07876606285572052,0.5254982113838196,0.5254664421081543,-0.051278434693813324,0.3640977442264557,0.3636522591114044,-0.03527883067727089,0.44544482231140137,0.36934584379196167,-0.07819297909736633,0.46130773425102234,0.461444616317749,-0.06906551122665405,0.4620330035686493,0.5206011533737183,-0.047289781272411346
0,0.49983394145965576,0.6322715282440186,-7.619594271091046e-07,0.6120911836624146,0.5626350045204163,-0.027814988046884537,0.685359001159668,0.4246216416358948,-0.03380642458796501,0.6990005970001221,0.30849313735961914,-0.04221947491168976,0.6919506192207336,0.21929243206977844,-0.04408878833055496,0.5960699319839478,0.3088167607784271,-0.006071703042834997,0.6491514444351196,0.25200343132019043,-0.0642750933766365,0.6514071822166443,0.3542024791240692,-0.09590030461549759,0.6438714861869812,0.43486306071281433,-0.1041913777589798,0.5171517729759216,0.3128235936164856,-0.008624723181128502,0.5803288221359253,0.2846571207046509,-0.07049371302127838,0.5878859758377075,0.40206485986709595,-0.0832211971282959,0.5871779322624207,0.48553740978240967,-0.07370878010988235,0.44351765513420105,0.33173295855522156,-0.02032390609383583,0.5154054760932922,0.33871230483055115,-0.08377306908369064,0.5257734656333923,0.45306065678596497,-0.07236824184656143,0.5242796540260315,0.5268197059631348,-0.043940622359514236,0.37232983112335205,0.3613013029098511,-0.03434411808848381,0.44901522994041443,0.3679107129573822,-0.07427243888378143,0.4619770646095276,0.4601477384567261,-0.06254012137651443,0.46032893657684326,0.5168785452842712,-0.03939197584986687
0,0.5050173997879028,0.6364040374755859,-7.200702611953602e-07,0.6186026334762573,0.5621426105499268,-0.0296215508133173,0.6927729845046997,0.42771613597869873,-0.0364312082529068,0.7070088386535645,0.3121469020843506,-0.04561954364180565,0.6968483328819275,0.22161652147769928,-0.04869719222187996,0.6002650856971741,0.30955421924591064,-0.004722550045698881,0.6541823744773865,0.2576996684074402,-0.06435026228427887,0.6602436900138855,0.3568592965602875,-0.09960921853780746,0.6575670838356018,0.44104093313217163,-0.11001640558242798,0.521713137626648,0.3116537928581238,-0.0062746331095695496,0.5838695168495178,0.2915351390838623,-0.06727268546819687,0.5959335565567017,0.4046322703361511,-0.08171696960926056,0.6001309156417847,0.49037837982177734,-0.07402194291353226,0.44704797863960266,0.33047640323638916,-0.01748431660234928,0.5196045637130737,0.34422969818115234,-0.07880984991788864,0.5304908752441406,0.4557955861091614,-0.06873656809329987,0.5302969217300415,0.5324228405952454,-0.0418279729783535,0.37555283308029175,0.36117103695869446,-0.0316336490213871,0.44958966970443726,0.37529584765434265,-0.07008648663759232,0.463959276676178,0.46536585688591003,-0.059084538370370865,0.46417292952537537,0.5241966247558594,-0.036485038697719574
0,0.5155819058418274,0.6275695562362671,-7.950306439852284e-07,0.6297557353973389,0.5700699687004089,-0.030101049691438675,0.7032488584518433,0.42881807684898376,-0.03473478555679321,0.716457188129425,0.30918440222740173,-0.040795400738716125,0.7014855146408081,0.22386173903942108,-0.03992215171456337,0.6127055883407593,0.3142709732055664,-0.013428254052996635,0.6581326127052307,0.25496089458465576,-0.076985202729702,0.661141037940979,0.3580787479877472,-0.11069665849208832,0.6555787324905396,0.4453970193862915,-0.11828605085611343,0.5307462811470032,0.3198983371257782,-0.014736145734786987,0.5931082963943481,0.28815120458602905,-0.07858071476221085,0.6024342179298401,0.40534207224845886,-0.08949855715036392,0.6002660989761353,0.4892173111438751,-0.07801072299480438,0.45657452940940857,0.3399394452571869,-0.025660017505288124,0.5258991718292236,0.3450982868671417,-0.08689996600151062,0.5405300855636597,0.45708686113357544,-0.07303860783576965,0.538593590259552,0.529847264289856,-0.044093284755945206,0.3839593231678009,0.3691007196903229,-0.03972149267792702,0.4559731185436249,0.3807793855667114,-0.07769811153411865,0.4713139533996582,0.4715254604816437,-0.06639789044857025,0.47047415375709534,0.5261695384979248,-0.044191353023052216
0,0.5191054344177246,0.6450884938240051,-8.635221320218989e-07,0.6348241567611694,0.5597870349884033,-0.029459338635206223,0.7062642574310303,0.4281933903694153,-0.039196353405714035,0.7200549244880676,0.3142727017402649,-0.05161329731345177,0.7082339525222778,0.22339940071105957,-0.05829708278179169,0.6120496988296509,0.3072892129421234,-0.011326191015541553,0.669494092464447,0.2554515302181244,-0.07342147082090378,0.6755884885787964,0.35838794708251953,-0.11033319681882858,0.6695613265037537,0.4462951123714447,-0.12136736512184143,0.5336793661117554,0.3102108836174011,-0.012743827886879444,0.5996290445327759,0.2976346015930176,-0.07265116274356842,0.608488917350769,0.414682537317276,-0.08634930849075317,0.6089908480644226,0.5006577968597412,-0.07923216372728348,0.46057912707328796,0.33118966221809387,-0.023349614813923836,0.5354062914848328,0.3497963547706604,-0.08133919537067413,0.5458201766014099,0.45815911889076233,-0.07070045918226242,0.5453323721885681,0.534378170967102,-0.04481910914182663,0.3892277479171753,0.3630635440349579,-0.037038739770650864,0.46206042170524597,0.381585955619812,-0.07168944180011749,0.4779529273509979,0.46935924887657166,-0.05976052209734917,0.4794157147407532,0.5269855260848999,-0.03715959191322327
0,0.524077832698822,0.6425905227661133,-8.689853530086111e-07,0.6398012042045593,0.5630853176116943,-0.03007301315665245,0.7126810550689697,0.4308346211910248,-0.039163410663604736,0.7258085608482361,0.31778112053871155,-0.05053121969103813,0.7150055170059204,0.228440061211586,-0.05691402778029442,0.6155958771705627,0.3089006543159485,-0.011920817196369171,0.6726345419883728,0.2617039680480957,-0.0738343894481659,0.6747127175331116,0.36153918504714966,-0.11038751155138016,0.6669821739196777,0.4470869302749634,-0.12132902443408966,0.5380974411964417,0.31186315417289734,-0.01273142360150814,0.6040602922439575,0.303650438785553,-0.0720827728509903,0.6097691655158997,0.41779589653015137,-0.08507247269153595,0.6081699132919312,0.5009292960166931,-0.0775349959731102,0.4670548439025879,0.3327716588973999,-0.022905834019184113,0.5411942005157471,0.3575699031352997,-0.08047644048929214,0.5497493147850037,0.4640728831291199,-0.07006752490997314,0.5472826361656189,0.537214457988739,-0.044609151780605316,0.39825737476348877,0.3653144836425781,-0.03618297353386879,0.4701686501502991,0.3894210457801819,-0.06974111497402191,0.4848195016384125,0.47637590765953064,-0.05805858597159386,0.4845922589302063,0.5312406420707703,-0.03610234335064888
0,0.526175320148468,0.648634135723114,-7.871505545153923e-07,0.6411237716674805,0.5683910846710205,-0.025848539546132088,0.7165473699569702,0.4384019672870636,-0.03387913107872009,0.73518967628479,0.32323765754699707,-0.04518023505806923,0.7223066091537476,0.2314836084842682,-0.050994884222745895,0.6291118860244751,0.31925973296165466,-0.006813629996031523,0.6790467500686646,0.26068705320358276,-0.06439042836427689,0.6842642426490784,0.35901692509651184,-0.09768093377351761,0.6794582605361938,0.43875253200531006,-0.10709251463413239,0.5498223900794983,0.32070598006248474,-0.009161864407360554,0.6108827590942383,0.3006143569946289,-0.06548405438661575,0.6196618676185608,0.4139097332954407,-0.07841461896896362,0.62082839012146,0.4962465465068817,-0.07173708081245422,0.47452443838119507,0.3392142057418823,-0.020050911232829094,0.5450006723403931,0.35230839252471924,-0.07817810028791428,0.5554215312004089,0.4633544385433197,-0.06714055687189102,0.5558377504348755,0.5405363440513611,-0.04097706452012062,0.40146002173423767,0.367598295211792,-0.03334430977702141,0.4740560054779053,0.3793862462043762,-0.06886620819568634,0.48698529601097107,0.47008007764816284,-0.056545015424489975,0.4870458245277405,0.5301085114479065,-0.03380170091986656
